src,trg,Temperature,Pressure,DynViscosity,Density,ElecConductivity
C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,313.15,101.325,0.1715,1025.93,0.1201
C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,333.15,101.325,0.06178,1013.68,0.3057
C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,343.15,101.325,0.04075,1007.55,0.4471
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,278.15,101.325,0.1694,1446.2,0.1582
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,283.15,101.325,0.126,1441.6,0.2057
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,288.15,101.3,0.0945,1436.6,0.263
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,288.15,101.325,0.097,1436.0,0.262
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,293.15,101.3,0.0742,1432.0,0.328
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,293.15,101.325,0.076,1430.1,0.327
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,298.1,101.325,0.054,1400.0,0.16
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,298.15,100.0,0.0699,1427.86,0.46
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,298.15,101.3,0.0594,1427.4,0.401
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,298.15,101.325,0.061,1427.0,0.4
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,303.0,101.0,0.0568,1420.0,0.505
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,303.15,100.0,0.0567,1429.0,0.52
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,303.15,101.3,0.0483,1422.9,0.483
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,303.15,101.325,0.05,1421.8,0.483
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,308.0,101.0,0.0462,1420.0,0.594
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,308.15,100.0,0.0461,1418.86,0.62
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,308.15,101.3,0.0399,1418.4,0.576
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,313.0,101.0,0.0385,1410.0,0.698
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,313.15,100.0,0.0388,1419.0,0.68
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,313.15,101.0,0.0344,1414.0,0.678
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,313.15,101.0,0.0345,1414.0,0.678
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,313.15,101.3,0.0334,1413.9,0.675
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,313.15,101.325,0.0344,1412.8,0.675
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,318.0,101.0,0.0326,1410.0,0.805
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,318.15,100.0,0.0327,1409.9,0.8
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,318.15,101.3,0.0282,1409.4,0.793
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,323.0,101.0,0.028,1410.0,0.917
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,323.15,100.0,0.0285,1409.0,0.91
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,323.15,101.3,0.0242,1405.0,0.919
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,323.15,101.325,0.025,1403.8,0.902
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,328.15,101.3,0.0209,1400.5,1.05
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,328.15,101.325,0.0216,1400.0,1.08
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,333.15,101.0,0.0188,1396.0,1.18
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,333.15,101.3,0.0182,1396.1,1.19
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,333.15,101.325,0.0188,1394.4,1.164
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,338.15,101.3,0.0161,1391.7,1.33
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,343.15,101.3,0.0144,1387.3,1.51
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,343.15,101.325,0.0147,1387.8,1.46
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,348.15,101.3,0.0128,1382.9,1.67
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,353.15,101.0,0.0116,1379.0,1.76
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC,353.15,101.325,0.0117,1379.0,1.782
C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,303.15,101.325,0.364,1028.9,0.04102
C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,313.15,101.325,0.1931,1022.74,0.07522
C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,333.15,101.325,0.06924,1010.02,0.2084
C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,343.15,101.325,0.04543,1003.71,0.3146
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,278.15,101.325,0.0869,1299.1,0.7168
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,283.0,101.325,0.07,1291.0,0.77
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,283.1,101.325,0.0574,1304.1,0.9
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,288.15,101.325,0.0541,1286.7,1.0962
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,293.0,101.325,0.0379,1283.0,1.1433
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,293.1,101.325,0.0449,1296.0,1.305
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,298.1,101.325,0.036,1290.0,1.57
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,298.1,101.325,0.036,1290.0,1.53
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,298.15,101.0,0.0369,1280.4,1.63
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,298.15,101.0,0.0369,1283.7,1.63
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,298.15,101.325,0.036,1279.2,1.5725
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,298.15,101.325,0.039,1279.2,1.5725
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,300.0,101.325,0.032,1279.0,1.463
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,303.0,101.325,0.0269,1275.0,1.592
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,303.15,101.325,0.0271,1289.3,1.8466
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,308.15,101.325,0.02722,1275.0,2.11
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,313.0,101.325,0.0219,1272.0,2.109
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,313.15,101.325,0.02,1272.0,2.4658
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,318.15,101.325,0.01997,1270.0,2.77
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,323.0,101.325,0.0166,1261.0,2.686
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,323.15,101.325,0.0154,1268.0,3.1759
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,328.15,101.325,0.01521,1265.0,3.51
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,333.1,101.325,0.0129,1252.6,3.56
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,333.15,101.325,0.0121,1262.0,3.9698
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,338.15,101.325,0.01194,1259.0,4.34
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,343.0,101.325,0.0102,1246.0,3.985
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,343.15,101.325,0.00977,1245.8,4.8434
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,348.15,101.325,0.009611,1246.1,5.23
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,353.0,101.325,0.00805,1239.0,4.691
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,353.15,101.325,0.00823,1239.3,5.7938
[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,358.15,101.325,0.007908,1239.0,6.2
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,298.15,101.325,0.093,1318.7,0.145
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,313.15,101.325,0.0465,1304.8,0.273
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,323.15,101.325,0.0315,1296.0,0.389
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C=[N+](C=C1)CCC(C)C,333.15,101.325,0.0224,1287.3,0.529
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],293.15,101.3,0.02676,1116.0,1.58
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],293.15,101.325,0.0279,1120.9,1.666
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],298.15,101.3,0.02311,1113.0,1.752
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],298.15,101.325,0.024,1116.2,1.874
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],303.15,101.3,0.02012,1109.0,1.954
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],303.15,101.325,0.0176,1114.8,2.083
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],308.15,101.3,0.0175,1106.0,2.169
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],308.15,101.325,0.0138,1116.1,2.296
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],313.15,101.3,0.01532,1103.0,2.392
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],313.15,101.325,0.0112,1108.7,2.551
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],318.15,101.3,0.01345,1100.0,2.638
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],318.15,101.325,0.0097,1109.9,2.804
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],323.15,101.3,0.01178,1096.0,2.891
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],323.15,101.325,0.0086,1106.8,3.076
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],328.15,101.3,0.01037,1093.0,3.154
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],328.15,101.325,0.01064,1103.8,3.336
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],333.15,101.3,0.00921,1090.0,3.428
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],333.15,101.325,0.0071,1100.9,3.612
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],338.15,101.325,0.008582,1098.0,3.906
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],343.15,101.3,0.007236,1084.0,4.013
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],343.15,101.325,0.00765,1095.1,4.177
CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)(F),CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)(F),298.1,101.325,0.151,1220.0,0.2
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,298.15,101.325,10.6,1121.0,3e-05
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,303.15,101.325,5.437,1118.2,0.00013
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,308.15,101.325,2.825,1115.3,0.00035
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,313.15,101.325,1.515,1112.5,0.0007
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,318.15,101.325,0.84,1109.6,0.0013
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,323.15,101.325,0.464,1106.7,0.00204
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,328.15,101.325,0.307,1132.2,0.00291
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,333.15,101.325,0.164,1100.6,0.00435
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,338.15,101.325,0.114,1097.8,0.00552
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,343.15,101.325,0.0701,1095.0,0.00649
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,348.15,101.325,0.0463,1092.1,0.00779
N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,353.15,101.325,0.0337,1089.4,0.00941
CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C.[Br-],298.15,101.325,5.068,1169.3,0.0413
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,288.15,101.325,0.86,1208.2,0.0464
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,290.65,101.325,0.69,1206.5,0.0581
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,293.15,101.325,0.568,1204.8,0.0703
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,295.65,101.325,0.469,1203.1,0.0847
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,298.15,101.325,0.25,1201.14,0.1012
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,300.65,101.325,0.328,1199.7,0.1204
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,303.15,101.325,0.276,1198.0,0.142
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,305.65,101.325,0.236,1196.3,0.166
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,308.15,101.325,0.202,1194.6,0.1926
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,310.65,101.325,0.173,1193.0,0.222
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,313.15,101.325,0.15,1191.3,0.254
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,315.65,101.325,0.1307,1189.7,0.292
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,318.15,101.325,0.0999,1188.71,0.331
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,320.65,101.325,0.1008,1186.4,0.375
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,323.15,101.325,0.0889,1184.8,0.419
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,325.65,101.325,0.0789,1183.1,0.472
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,328.15,101.325,0.0703,1181.5,0.526
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,330.65,101.325,0.0629,1179.9,0.581
