src,trg,Temperature,Pressure,DynViscosity,Density,ElecConductivity
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,101.325,0.1049,1392.9,0.21
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,0.082,1388.4,0.26
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,101.325,0.0527,1379.0,0.39
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,101.325,0.0257,1363.7,0.74
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,101.325,0.0141,1346.8,1.2
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,303.0,101.325,0.0896,1142.0,0.241
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,303.0,101.325,0.0896,1142.0,0.242
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,308.0,101.325,0.0701,1138.0,0.294
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,313.0,101.325,0.0557,1135.0,0.36
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,318.0,101.325,0.045,1132.0,0.434
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,323.0,101.325,0.0369,1129.0,0.516
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,328.0,101.325,0.0307,1125.0,0.596
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,333.0,101.325,0.0257,1122.0,0.708
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,338.0,101.325,0.0219,1119.0,0.818
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,343.0,101.325,0.0187,1116.0,0.917
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,348.0,101.325,0.0162,1112.0,1.059
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,353.0,101.325,0.0141,1109.0,1.19
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,273.15,101.325,0.944,1312.0,0.0157
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,278.15,101.325,0.634,1307.8,0.02302
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,283.15,101.325,0.438,1303.6,0.0328
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,288.15,101.325,0.31,1299.4,0.0454
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,293.15,101.325,0.226,1295.2,0.0614
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,298.15,101.325,0.1677,1291.0,0.081
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,303.15,101.325,0.1276,1286.8,0.1049
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,313.15,101.325,0.0778,1278.5,0.1668
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,323.15,101.325,0.0506,1270.3,0.249
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,333.15,101.325,0.0347,1262.1,0.353
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,343.15,101.325,0.0248,1254.0,0.48
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCC)(C)C,353.15,101.325,0.01849,1245.9,0.631
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,298.0,101.325,0.0585,1423.9,0.349
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,303.0,101.325,0.0474,1419.4,0.427
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,308.0,101.325,0.03891,1414.9,0.511
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,313.0,101.325,0.03236,1410.3,0.601
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,318.0,101.325,0.02723,1405.8,0.704
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,323.0,101.325,0.02316,1401.3,0.815
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,328.0,101.325,0.01989,1396.8,0.943
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,333.0,101.325,0.01724,1392.4,1.075
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,338.0,101.325,0.01506,1388.0,1.216
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,343.0,101.325,0.01326,1383.5,1.382
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,348.0,101.325,0.01176,1379.1,1.547
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,353.0,101.325,0.01049,1374.7,1.717
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],293.15,101.325,0.102,1221.0,0.24
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],298.15,101.325,0.0705,1221.0,0.455
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],303.15,101.325,0.0583,1213.0,0.547
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],308.15,101.325,0.0339,1207.7,0.504
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],313.15,101.325,0.0368,1206.0,0.782
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],318.15,101.325,0.0233,1200.2,0.723
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],323.15,101.325,0.0249,1206.0,1.05
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],328.15,101.325,0.0167,1192.6,0.988
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],333.15,101.325,0.0175,1187.0,1.38
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],338.15,101.325,0.0125,1185.1,1.301
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],343.15,101.325,0.013,1180.0,1.75
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],348.15,101.325,0.0096,1187.0,1.658
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,303.0,101.325,0.178,1111.0,0.145
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,303.0,101.325,0.178,1111.0,0.144
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,308.0,101.325,0.134,1108.0,0.188
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,313.0,101.325,0.1027,1105.0,0.251
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,318.0,101.325,0.0803,1102.0,0.294
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,323.0,101.325,0.0639,1099.0,0.36
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,328.0,101.325,0.0516,1096.0,0.447
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,333.0,101.325,0.0422,1093.0,0.531
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,338.0,101.325,0.035,1090.0,0.631
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,343.0,101.325,0.0294,1087.0,0.739
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,348.0,101.325,0.0249,1083.0,0.879
C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,353.0,101.325,0.0213,1080.0,1.014
[B-](F)(F)(F)F.CCCCCCCC[N+]1=CC=CC(=C1)C,[B-](F)(F)(F)F.CCCCCCCC[N+]1=CC=CC(=C1)C,293.15,101.325,0.668,1097.7,0.0266
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,293.18,101.325,0.166,1056.78,0.026
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,295.63,101.325,0.133,1055.22,0.028
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,298.13,101.325,0.113,1053.61,0.031
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,300.63,101.325,0.0891,1052.0,0.034
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,303.13,101.325,0.0775,1050.39,0.037
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,305.63,101.325,0.0626,1048.76,0.04
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,308.13,101.325,0.051,1047.14,0.044
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,310.63,101.325,0.0441,1045.51,0.048
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,313.13,101.325,0.0337,1043.87,0.053
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,315.63,101.325,0.0255,1042.24,0.058
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,318.13,101.325,0.02082,1040.6,0.063
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,320.63,101.325,0.01541,1038.96,0.069
P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,323.13,101.325,0.01261,1037.32,0.075
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],293.0,101.325,0.09,1290.0,0.37
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],293.15,101.325,0.099,1303.5,0.23
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],298.15,101.325,0.0907,1299.5,0.301
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],298.15,101.325,0.0928,1299.5,0.301
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],303.15,101.325,0.0642,1293.0,0.378
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],308.15,101.325,0.0564,1288.8,0.436
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],313.15,101.325,0.0441,1292.4,0.553
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],313.15,101.325,0.0441,1283.3,0.553
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],318.15,101.325,0.03809,1281.9,0.621
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],323.15,101.325,0.0309,1277.0,0.763
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],328.15,101.325,0.02696,1274.9,0.848
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],333.15,101.325,0.0228,1272.1,1.01
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],338.15,101.325,0.01985,1267.0,1.117
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],343.15,101.325,0.0174,1257.1,1.29
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],353.15,101.325,0.0138,1254.0,1.6
CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],298.15,100.0,0.0329,1289.0,1.0
CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],313.15,100.0,0.0199,1276.0,1.6
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,283.15,101.325,0.1217,1483.1,0.226
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,293.15,101.325,0.0706,1473.4,0.315
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,298.15,101.325,0.0555,1468.4,0.357
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,303.15,101.325,0.0443,1463.6,0.405
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,313.15,101.325,0.0297,1453.8,0.491
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,323.15,101.325,0.0209,1444.1,0.579
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,333.15,101.325,0.0153,1434.6,0.673
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,343.15,101.325,0.0116,1425.2,0.764
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,353.15,101.325,0.009,1415.8,0.869
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],283.15,101.0,1.815,1061.0,0.01453
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],283.15,101.325,1.037,1062.2,0.0131
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],288.15,101.325,0.66,1058.77,0.0215
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],293.15,101.325,0.43,1056.2,0.0331
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],298.15,101.0,0.441,1052.6,0.0522
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],298.15,101.325,0.33,1053.2,0.049
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],303.15,101.325,0.289,1047.4,0.0699
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],308.15,101.325,0.152,1046.6,0.1014
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],313.15,101.0,0.154,1038.3,0.138
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],313.15,101.325,0.1499,1044.0,0.131
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],318.15,101.325,0.086,1040.59,0.1785
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],323.15,101.325,0.0861,1034.45,0.221
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],328.15,101.325,0.053,1034.58,0.2902
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],333.15,101.0,0.0547,1026.2,0.369
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],333.15,101.325,0.05343,1032.2,0.3598
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],338.15,101.325,0.035,1028.61,0.4398
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],343.15,101.325,0.03533,1022.42,0.5319
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],348.15,101.325,0.0262,1022.1,0.536
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],358.15,101.325,0.018,1016.2,0.736
CCCC[N+]1=CN(C=C1)CC.[Br-],CCCC[N+]1=CN(C=C1)CC.[Br-],293.15,101.325,0.04031,1263.0,0.0372
CCCC[N+]1=CN(C=C1)CC.[Br-],CCCC[N+]1=CN(C=C1)CC.[Br-],298.15,101.325,0.03026,1259.0,0.0502
CCCC[N+]1=CN(C=C1)CC.[Br-],CCCC[N+]1=CN(C=C1)CC.[Br-],303.15,101.325,0.02104,1256.0,0.0696
