Temperature/K,Pressure/kPa,Specific_density[Liquid]/kg/m3,cmp1ID,cmp1name,SMILES,Viscosity[Liquid]/Pa&#8226;s,Electrical_conductivity[Liquid]/S/m
283,101.325,1456.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0312,1.05
298,101.325,1442.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0192,1.64
308,101.325,1433.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0146,2.1
288,101.325,1451.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0262,1.23
273,101.325,1465.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0459,0.73
358,101.325,1388.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00532,5.19
348,101.325,1397.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00622,4.47
338,101.325,1406.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00745,3.79
328,101.325,1415.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00911,3.18
368,101.325,1380.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00465,5.97
323,101.325,1222.9,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.0445,0.821
278,101.325,1252.8,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.69,0.0656
333,101.325,1120.5,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.04046,0.5561
353,101.325,1107.1,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.02116,1.0153
328,101.325,1219.7,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.03551,0.97
343,101.325,1209.8,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.02193,1.546
308,101.325,1232.7,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.0893,0.4351
303,101.325,1236.0,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.1163,0.3402
348,101.325,1206.5,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.01857,1.75
363,101.325,1196.7,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.01273,2.594
288,101.325,1245.8,AAnidI,1-ethyl-3-methylimidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.315,0.142
328,101.325,1368.7,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.02507,0.7748
338,101.325,1360.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01877,1.02
283,101.325,1408.3,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.1666,0.1343
288,101.325,1403.8,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.128,0.12
368,101.325,1334.3,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.00932,1.71
318,101.325,1377.4,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.03478,0.5804
308,101.325,1386.1,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.0505,0.4124
358,101.325,1342.5,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.0115,1.39
358,101.325,1160.6,AArYmU,1-butyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,0.0124,2.52
368,101.325,1153.5,AArYmU,1-butyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,0.00989,3.1
278,101.325,1083.71,ACqwGO,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC,1.2462,0.047
353,101.325,1030.2,ACqwGO,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC,0.03141,0.0913
363,101.325,1265.3,ABnWUm,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.01041,0.997
363,101.325,1456.7,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.00643,3.73
373,101.325,1447.0,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0048,4.051
293,101.325,1480.5,ABZxyK,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[N+](C=C1)CCC,0.0568,0.441
353,101.325,1422.9,ABZxyK,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[N+](C=C1)CCC,0.00912,2.279
343,101.325,1432.4,ABZxyK,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[N+](C=C1)CCC,0.01135,1.91
318,101.325,1562.1,ACIwsZ,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,CCCC[N+]1(CCCC1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.0757,0.273
308,101.325,1572.6,ACIwsZ,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,CCCC[N+]1(CCCC1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.1222,0.186
338,101.325,1082.5,AAiERH,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.006,6.748
308,101.325,1102.2,AAiERH,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.01099,3.745
318,101.325,1095.6,AAiERH,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.00864,4.669
328,101.325,1089.0,AAiERH,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.00739,5.674
288,101.325,1115.7,AAiERH,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.0203,2.1886
348,101.325,1076.1,AAiERH,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.00503,7.881
283,101.325,1533.71,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0604,0.534
306,101.325,1389.8,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.05497,0.3825
300,101.325,1395.3,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.07111,0.3003
303,101.325,1025.8,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.04132,0.626
318,101.325,1016.6,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.02365,1.012
293,101.325,1032.0,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.06314,0.42
298,101.325,1028.9,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.04999,0.517
308,101.325,1022.7,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.03378,0.744
313,101.325,1019.6,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.02809,0.874
348,101.325,999.0,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.0101,2.014
323,101.325,1013.5,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.02009,1.158
328,101.325,1010.5,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.01731,1.317
333,101.325,1007.5,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.01503,1.479
343,101.325,1001.6,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.01158,1.83
343,101.325,1354.0,ABhYYA,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,[N+](CCCCCC)1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.01758,0.569
278,101.325,1467.1,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.16,0.1524
353,101.325,996.0,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.00903,2.202
283,101.325,1057.9,AAsExa,1-butyl-3-methylimidazolium tricyanomethane,C(#N)C(C#N)C#N.C(CCC)N1C=[N+](C=C1)C,0.06,0.36
278,101.325,1061.4,AAsExa,1-butyl-3-methylimidazolium tricyanomethane,C(#N)C(C#N)C#N.C(CCC)N1C=[N+](C=C1)C,0.081,0.38
338,101.325,1004.6,AAstXF,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.01315,1.648
338,101.325,1410.3,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.01397,1.329
298,101.325,1412.2,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.05633,0.341
293,101.325,1453.4,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.0777,0.259
293,101.325,1416.9,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.0717,0.273
288,101.325,1421.6,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.0933,0.215
333,101.325,1379.8,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.01587,1.075
283,101.325,1426.3,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.1242,0.166
278,101.325,1431.0,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.17,0.124
288,101.325,1458.1,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.1007,0.2056
298,101.325,1448.7,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.06125,0.3263
283,101.325,1462.8,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.1333,0.158
348,101.325,1402.5,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.01191,1.473
343,101.325,1407.0,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.01344,1.275
353,101.325,1398.0,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.01062,1.575
358,101.325,1393.5,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.00953,1.801
363,101.325,1389.0,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.00859,1.902
278,101.325,1467.6,ABcDJB,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.182,0.1186
338,101.325,1375.3,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.01382,1.207
328,101.325,1384.4,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.01836,0.941
323,101.325,1389.0,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.02145,0.817
288,101.325,1457.5,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.0892,0.253
313,101.325,1398.3,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.03028,0.6
318,101.325,1393.6,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.02534,0.702
308,101.325,1402.9,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.03667,0.509
303,101.325,1407.6,ABenah,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,0.04507,0.419
343,101.325,1249.7,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.010682,4.35
358,101.325,1034.57,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.0076,3.58
278,101.325,1081.6,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.1683,0.268
288,101.325,1075.56,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.0852,0.455
308,101.325,1289.7,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0551,0.436
348,101.325,1040.3,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.00948,2.99
333,101.325,1048.94,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.01412,1.008
323,101.325,1054.76,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.0192,0.831
313,101.325,1060.63,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.0272,0.661
303,101.325,1066.55,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.0409,0.528
293,101.325,1072.54,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.0655,0.386
343,101.325,1043.17,AAlxyE,1-butyl-3-methylimidazolium thiocyanate,CCCCN1C=C[N+](=C1)C.C(#N)[S-],0.01071,1.194
348,101.325,1341.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.01051,2.82
328,101.325,1357.3,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.01721,2.006
288,101.325,1390.6,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.06351,0.647
283,101.325,1394.8,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0803,0.534
278,101.325,1399.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.102,0.433
298,101.325,1291.45,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.496,0.0519
348,101.325,1252.21,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0413,0.53
308,101.325,1283.53,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.218,0.0974
318,101.325,1275.62,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.1245,0.1672
328,101.325,1267.75,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0763,0.2507
338,101.325,1259.95,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0499,0.371
278,101.325,1307.52,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,2.428,0.01172
283,101.325,1303.52,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1.566,0.01835
358,101.325,1292.4,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0096,2.98
278,101.325,1355.3,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0835,0.43
283,101.325,1351.2,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0685,0.52
288,101.325,1347.2,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0569,0.62
338,101.325,1307.6,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0142,2.12
308,101.325,1331.1,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.03,1.1
328,101.325,1315.3,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0178,1.74
318,101.325,1323.2,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0229,1.4
298,101.325,1339.1,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0406,0.84
348,101.325,1300.0,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0115,2.53
328,101.325,1124.45,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.0353,0.483
278,101.325,1159.1,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.816,0.0332
348,101.325,1110.97,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.02371,0.926
358,101.325,1104.32,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.01351,1.214
338,101.325,1117.69,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.0246,0.683
343,101.325,1114.33,AAwsUz,1-hexyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,0.02873,0.7633
288,101.325,1299.49,ABICYL,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1.036,0.02704
300,101.325,1280.8,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.032,1.463
