Temperature/K,Pressure/kPa,Specific_density[Liquid]/kg/m3,cmp1ID,cmp1name,SMILES,Viscosity[Liquid]/Pa&#8226;s,Electrical_conductivity[Liquid]/S/m
343,101.325,1412.9,ABdfCl,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCCC1)C,0.01332,0.796
323,101.325,1431.2,ABdfCl,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCCC1)C,0.02266,0.602
283,101.325,1468.8,ABdfCl,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCCC1)C,0.113,0.259
353,101.325,1403.3,ABdfCl,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCCC1)C,0.01066,0.898
293,101.325,1459.3,ABdfCl,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCCC1)C,0.0686,0.343
303,101.325,1450.0,ABdfCl,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCCC1)C,0.0449,0.427
358,101.325,1132.7,ADWgME,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.028,0.124
263,101.325,1405.31,ABiCca,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C,0.613,0.0281
358,101.325,1320.79,ABiCca,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C,0.01013,1.304
318,101.325,1527.4,ACNmrs,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.0351,0.374
328,101.325,1488.2,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.01368,1.208
308,101.325,1508.3,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0237,1.67
298,101.325,1081.0,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.014,2.1
288,101.325,1088.11,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.021,1.3
278,101.325,1095.15,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.03154,0.81
293,101.325,1084.64,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.017,1.6
263,101.325,1106.12,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.069,0.32
268,101.325,1548.7,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.131,0.2671
348,101.325,1469.4,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.00881,2.219
278,101.325,1539.0,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.076,0.4347
273,101.325,1544.0,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0986,0.135
318,101.325,1498.7,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.01769,0.979
298,101.325,1519.5,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.03285,0.921
318,101.325,1428.63,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.0252,0.786
308,101.325,1438.23,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.03615,0.571
328,101.325,1419.2,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.01841,1.036
283,101.325,1461.95,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.1178,0.199
348,101.325,1401.0,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.01093,1.65
298,101.325,1448.15,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.05494,0.393
343,101.325,1406.02,ABcDOD,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1C=[N+](C=CC1)CCC,0.01231,1.485
308,101.325,1538.57,ACNmrs,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.0541,0.258
298,101.325,1550.06,ACNmrs,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.0882,0.1665
338,101.325,1506.11,ACNmrs,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.0173,0.676
328,101.325,1517.29,ACNmrs,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.0244,0.514
333,101.325,985.27,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.00979,2.05
303,101.325,1003.94,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.0232,1.2
298,101.325,1046.66,AAsExa,1-butyl-3-methylimidazolium tricyanomethane,C(#N)C(C#N)C#N.C(CCC)N1C=[N+](C=C1)C,0.029,0.94
263,101.325,1070.82,AAsExa,1-butyl-3-methylimidazolium tricyanomethane,C(#N)C(C#N)C#N.C(CCC)N1C=[N+](C=C1)C,0.25,0.087
348,101.325,1013.96,AAsExa,1-butyl-3-methylimidazolium tricyanomethane,C(#N)C(C#N)C#N.C(CCC)N1C=[N+](C=C1)C,0.00618,3.17
273,101.325,1098.21,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.04,0.6
323,101.325,1063.82,AAmkhS,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C,0.0078,1.73
313,101.325,997.8,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.017,1.6
278,101.325,1019.29,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.0652,0.39
283,101.325,1015.85,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.051,0.52
293,101.325,1010.28,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.033,0.81
298,101.325,1006.87,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.0275,0.87
323,101.325,991.69,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.0127,1.68
343,101.325,979.77,AAsjhd,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],0.00791,3.0
311,101.325,1193.0,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.173,0.222
316,101.325,1189.7,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.1307,0.292
321,101.325,1186.4,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.1008,0.375
326,101.325,1183.1,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.0789,0.472
331,101.325,1179.9,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.0629,0.581
338,101.325,1175.0,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.04607,0.77
336,101.325,1176.2,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.05095,0.704
288,101.325,1208.2,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.86,0.0464
296,101.325,1203.1,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.469,0.0847
373,101.325,1045.7,ABJgJP,1-ethyl-3-methylimidazolium octyl sulfate,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,0.02292,0.731
336,101.325,1499.16,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.013,2.11
338,101.325,1496.75,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01239,2.205
306,101.325,1528.48,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.03105,1.039
333,101.325,1501.58,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01354,2.002
303,101.325,1530.96,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.0339,0.95
318,101.325,1516.32,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.0205,1.438
316,101.325,1518.63,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.0221,1.351
313,101.325,1521.09,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.02389,1.267
321,101.325,1513.73,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01913,1.528
323,101.325,1511.29,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01779,1.612
311,101.325,1523.55,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.02594,1.182
308,101.325,1526.01,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.02824,1.122
326,101.325,1508.86,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01655,1.709
301,101.325,1533.68,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.03731,0.86
298,101.325,1535.92,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.04102,0.786
296,101.325,1538.41,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.04532,0.714
293,101.325,1540.9,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.0502,0.644
291,101.325,1543.4,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.0558,0.577
288,101.325,1545.9,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.0624,0.525
328,101.325,1506.43,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01546,1.808
331,101.325,1504.0,ABWiGS,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,0.01446,1.904
291,101.325,1206.5,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.69,0.0581
306,101.325,1196.3,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.236,0.166
301,101.325,1199.7,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.328,0.1204
311,101.325,1173.8,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0942,0.39
316,101.325,1170.4,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0748,0.497
321,101.325,1167.0,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0587,0.621
326,101.325,1163.6,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0467,0.767
326,101.325,1163.2,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0432,0.775
321,101.325,1166.6,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0537,0.638
281,101.325,1194.3,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.648,0.0603
286,101.325,1190.9,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.43,0.0897
291,101.325,1187.8,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.294,0.1278
296,101.325,1184.3,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.209,0.1766
278,101.325,1195.9,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.808,0.0495
301,101.325,1180.6,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.152,0.238
306,101.325,1177.2,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.1129,0.315
311,101.325,1173.5,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0869,0.404
316,101.325,1170.0,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0676,0.517
281,101.325,1194.1,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.816,0.0485
301,101.325,1048.0,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.03398,0.93
301,101.325,1181.0,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.1699,0.218
326,101.325,1032.5,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.01432,2.13
321,101.325,1035.6,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.01662,1.849
296,101.325,1050.8,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.0422,0.753
306,101.325,1044.7,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.02779,1.129
311,101.325,1041.5,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.02312,1.349
316,101.325,1038.6,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.01944,1.588
306,101.325,1177.5,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.1247,0.297
278,101.325,1195.7,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,1.045,0.0381
286,101.325,1190.8,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.521,0.075
291,101.325,1187.9,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.346,0.1127
296,101.325,1184.4,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.238,0.1574
368,101.325,1048.8,ABJgJP,1-ethyl-3-methylimidazolium octyl sulfate,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,0.02636,0.661
291,101.325,1053.8,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.05358,0.597
288,101.325,1528.13,ABXNmS,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0485,0.6526
303,101.325,1414.8,ABfRIU,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.0795,0.289
318,101.325,1401.0,ABfRIU,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.04153,0.51
308,101.325,1410.1,ABfRIU,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.063,0.351
283,101.325,1103.9,ABJgJP,1-ethyl-3-methylimidazolium octyl sulfate,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,1.815,0.017
288,101.325,1100.5,ABJgJP,1-ethyl-3-methylimidazolium octyl sulfate,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,1.207,0.025
278,101.325,1107.4,ABJgJP,1-ethyl-3-methylimidazolium octyl sulfate,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,2.822,0.012
293,101.325,1424.0,ABfRIU,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.1342,0.178
323,101.325,1396.4,ABfRIU,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.03445,0.599
338,101.325,1335.4,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0411,0.737
368,101.325,1310.8,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0165,1.825
358,101.325,1319.1,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0216,1.44
318,101.325,1351.6,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0935,0.362
328,101.325,1343.5,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0604,0.531
278,101.325,1456.1,ABchlW,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.1404,0.158
348,101.325,1327.3,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0293,0.991
343,101.325,1331.3,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0351,0.858
308,101.325,1359.7,ABChct,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.158,0.232
318,101.325,1424.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0114,2.61
278,101.325,1460.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0375,0.88
