src,trg,Temperature,DynViscosity,Density,ElecConductivity
CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,318,0.0222,1457.0,1.05
CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,298,0.0457,1475.7,0.542
CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,323,0.01911,1451.7,1.252
C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,318,0.03176,1354.2,0.466
C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,303,0.0571,1367.9,0.273
C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,338,0.01665,1336.2,0.83
C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,323,0.02668,1350.2,0.548
C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,328,0.0223,1345.7,0.634
C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,308,0.04607,1363.2,0.3275
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,363,0.00496,1383.6,5.57
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,353,0.01273,1346.6,1.492
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,343,0.00679,1401.1,4.13
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,333,0.00822,1410.0,3.48
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,303,0.0167,1437.2,1.86
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,353,0.00574,1392.3,4.82
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,293,0.0223,1446.4,1.43
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,343,0.01613,1355.3,1.165
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,298,0.1603,1214.34,0.242
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,363,0.01033,1338.0,1.55
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,333,0.02131,1363.9,0.884
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,313,0.0413,1381.6,0.4923
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,323,0.0291,1372.7,0.6735
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,293,0.0998,1399.6,0.15
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,373,0.00845,1329.0,1.89
C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,303,0.0626,1390.5,0.3396
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,288,0.3124,1221.64,0.1282
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,333,0.0295,1190.07,1.12
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,373,0.0044,1374.5,6.36
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,313,0.0129,1428.0,2.35
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,363,0.0088,1288.0,3.22
C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(C)N1C=[N+](C=C1)C.FS(=O)(=O)[N-]S(=O)(=O)F,323,0.0102,1419.0,2.89
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,323,0.0202,1318.9,1.56
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,303,0.0425,1302.7,0.339
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,313,0.0307,1294.8,0.485
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,323,0.0233,1287.1,0.663
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,343,0.0142,1271.8,1.11
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,333,0.018,1279.4,0.872
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,363,0.01028,1256.8,1.669
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,293,0.0614,1310.6,0.223
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,353,0.0114,1264.2,1.377
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,373,0.00861,1248.9,1.986
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,303,0.0348,1334.8,0.97
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,293,0.0478,1342.9,0.72
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,323,0.0442,1196.96,0.785
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,313,0.0261,1326.8,1.25
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,353,0.0105,1295.6,2.75
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,343,0.0128,1303.3,2.32
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,333,0.0159,1311.0,1.92
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,373,0.0076,1279.9,3.74
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,283,0.457,1225.36,0.089
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,308,0.1079,1175.9,0.339
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,318,0.05655,1200.36,0.643
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,298,0.1999,1182.8,0.1854
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,313,0.0778,1172.7,0.439
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,323,0.0469,1166.0,0.687
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,318,0.0662,1169.2,0.555
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,333,0.0301,1159.1,1.021
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,328,0.042,1162.5,0.847
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,288,0.423,1189.8,0.0911
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,303,0.138,1179.5,0.254
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,283,0.624,1193.3,0.0601
CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=C(C=C1)C.[B-](F)(F)(F)F,293,0.271,1186.3,0.1318
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,328,0.039,1162.2,0.851
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,283,0.524,1193.0,0.0764
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,323,0.0482,1165.6,0.704
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,333,0.033,1159.0,1.014
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,298,0.1769,1182.6,0.21
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,328,0.03734,1193.36,0.943
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,288,0.354,1189.5,0.1106
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,293,0.247,1186.1,0.1549
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,313,0.0764,1172.4,0.461
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,318,0.06,1168.9,0.575
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,308,0.0994,1175.7,0.364
CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,303,0.13,1179.2,0.281
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,313,0.0705,1203.87,0.519
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,293,0.2205,1218.02,0.1807
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,308,0.091,1207.32,0.412
CCCCCCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,293,0.668,1099.5,0.0266
CCCCCCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,323,0.1,1079.3,0.1632
CCCCCCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC(=C1)C.[B-](F)(F)(F)F,283,1.524,1106.2,0.01146
CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,303,0.1195,1210.91,0.321
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],283,0.201,1309.8,0.14
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],298,0.0867,1297.8,0.29
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],293,0.113,1301.7,0.23
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],333,0.0218,1270.1,0.724
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],353,0.0122,1254.4,1.575
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],313,0.0444,1285.7,0.358
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],333,0.01502,1348.0,2.246
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],323,0.01948,1356.0,1.82
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],353,0.00984,1332.0,3.287
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],313,0.0262,1365.0,1.419
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],343,0.01173,1340.0,2.756
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],298,0.0433,1378.0,0.91
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,318,0.01796,1037.22,1.715
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,288,0.1446,1473.7,0.1637
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.084,1464.2,0.28
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.03512,1445.4,0.629
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,308,0.0253,1043.21,1.236
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,323,0.01541,1034.21,1.989
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,313,0.02117,1040.26,1.466
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,293,0.0474,1052.56,0.672
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,303,0.03066,1046.36,1.027
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,288,0.0608,1055.64,0.526
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,328,0.01335,1031.21,2.28
C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.[N-](C#N)C#N,298,0.0321,1049.45,0.838
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,328,0.02495,1436.1,0.866
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,308,0.0526,1454.8,0.435
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293,0.1091,1469.0,0.216
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313,0.04272,1450.0,0.524
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,288,0.1288,1515.4,0.1989
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.06561,1459.5,0.353
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,283,0.1719,1520.3,0.1508
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333,0.02131,1472.0,1.085
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,328,0.02474,1476.8,0.945
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313,0.04124,1491.1,0.589
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.06156,1500.8,0.403
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,308,0.05011,1495.9,0.492
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.03439,1486.3,0.698
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293,0.0985,1510.5,0.258
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.0771,1505.6,0.326
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.02939,1440.7,0.742
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,283,0.199,1478.5,0.1202
C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.029,1481.5,0.815
CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CC1=[N+](C=CC=C1)CCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333,0.0215,1431.4,1.0
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,333,0.0382,1178.4,0.64
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,323,0.0889,1185.2,0.419
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,318,0.1147,1188.5,0.331
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,328,0.0703,1181.8,0.526
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,293,0.568,1205.4,0.0703
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,303,0.276,1198.7,0.142
CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1C.[B-](F)(F)(F)F,313,0.15,1191.9,0.254
