323,101.325,1356.2,ABjAax,1-methyl-1-(2-propoxyethyl)pyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCOCCC,0.0266,0.42,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-(2-propoxyethyl)pyrrolidin-1-ium
313,101.325,1536.2,ABaRhc,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,0.0303,0.631,bis(trifluoromethylsulfonyl)azanide;1-(methoxymethyl)-3-methylimidazol-3-ium
283,101.325,1481.0,ABfHIc,1-(2-ethoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OCC[N+]1=CC=CC=C1,0.1152,0.207,bis(trifluoromethylsulfonyl)azanide;1-(2-ethoxyethyl)pyridin-1-ium
323,101.325,1402.0,ABgQik,1-(3-methoxypropyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,0.0287,0.451,bis(trifluoromethylsulfonyl)azanide;1-(3-methoxypropyl)-1-methylpyrrolidin-1-ium
283,101.325,1493.1,ABfHeH,1-(3-methoxypropyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,0.1425,0.2,bis(trifluoromethylsulfonyl)azanide;1-(3-methoxypropyl)pyridin-1-ium
333,101.325,1406.1,ABdfbv,1-(ethoxymethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1(CCCC1)C,0.0127,0.828,bis(trifluoromethylsulfonyl)azanide;1-(ethoxymethyl)-1-methylpyrrolidin-1-ium
313,101.325,1416.2,ABhrWa,1-(2-propoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,0.0328,0.381,bis(trifluoromethylsulfonyl)azanide;1-(2-propoxyethyl)pyridin-1-ium
313,101.325,1397.3,ABgQRz,1-(2-ethoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OCC[N+]1(CCCC1)C,0.0272,0.454,bis(trifluoromethylsulfonyl)azanide;1-(2-ethoxyethyl)-1-methylpyrrolidin-1-ium
303,101.325,1032.25,AAoqvQ,3-butyl-1-methyl-1H-imidazolium propanoate,C(CC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,0.326,0.07028,1-butyl-3-methylimidazol-1-ium;propanoate
323,101.325,1434.8,ABnLgy,3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium bis(trifluoromethanesulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(#N)CC[N+]1=CN(C=C1)CCOCC,0.06937,0.14,bis(trifluoromethylsulfonyl)azanide;3-[3-(2-ethoxyethyl)imidazol-1-ium-1-yl]propanenitrile
323,101.325,1205.5,AAZppF,pyrrolidinium nitrate,C1CC[NH2+]C1.[N+](=O)([O-])[O-],0.017,7.17,pyrrolidin-1-ium;nitrate
303,101.325,1161.2,ACHPCX,"N,N,N-triethyltetradecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCCCCCCCCC)(CC)CC,0.294,0.021,bis(trifluoromethylsulfonyl)azanide;triethyl(tetradecyl)azanium
313,101.325,1259.0,ABoVuq,triethylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+](CCCCCCC)(CC)CC,0.0904,0.184,bis(trifluoromethylsulfonyl)azanide;triethyl(heptyl)azanium
318,101.325,1601.3,ACrVun,"3,3'-(propane-1,3-diyl)bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.30289,0.167,bis(trifluoromethylsulfonyl)azanide;1-methyl-3-[3-(3-methylimidazol-1-ium-1-yl)propyl]imidazol-3-ium
333,101.325,1539.8,ACwqCv,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C,0.11081,0.304,"1-methyl-3-[5-(3-methylimidazol-1-ium-1-yl)pentyl]imidazol-3-ium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
323,101.325,1251.0,AByVmK,tris(diethylamino)cyclopropenium bis(trifluoromethansulfonyl)amide,C1(N(CC)(CC))=C(N(CC)(CC))C1(=[N+](CC)(CC)).C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.0275,0.3681,"[2,3-bis(diethylamino)cycloprop-2-en-1-ylidene]-diethylazanium;bis(trifluoromethylsulfonyl)azanide"
288,101.325,1520.5,ABLbLR,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,0.401,0.106,bis(fluorosulfonyl)azanide;4-(3-methylimidazol-1-ium-1-yl)butanenitrile
293,101.325,1096.8,AAlxqv,"1,2-dimethyl-3-propylimidazolium thiocyanate",[S-]C#N.CN1C(=[N+](C=C1)CCC)C,0.216,0.361,"1,2-dimethyl-3-propylimidazol-3-ium;thiocyanate"
323,101.325,1063.2,AAohcf,"1-butyl-2,3-dimethylimidazolium thiocyanate",CCCCN1C=C[N+](=C1C)C.C(#N)[S-],0.0571,0.774,"1-butyl-2,3-dimethylimidazol-3-ium;thiocyanate"
303,101.325,1304.8,AAtenv,1-butyronitrile-3-methylimidazolium tetrafluoroborate,N#CCCC[N+]1=CN(C)C=C1.[B-](F)(F)(F)(F),0.223,0.056,4-(3-methylimidazol-1-ium-1-yl)butanenitrile;tetrafluoroborate
303,101.325,1086.9,AAkKjX,1-propylpyridinium dicyanamide,[N-](C#N)C#N.C(CC)[N+]1=CC=CC=C1,0.02345,1.508,dicyanoazanide;1-propylpyridin-1-ium
303,101.325,1436.7,ABFcix,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,0.422,0.06,4-(3-methylimidazol-1-ium-1-yl)butanenitrile;trifluoromethanesulfonate
323,101.325,1038.1,AApenn,1-pentylpyridinium dicyanamide,[N-](C#N)C#N.C(CCCC)[N+]1=CC=CC=C1,0.01885,1.391,dicyanoazanide;1-pentylpyridin-1-ium
318,101.325,1580.8,ABfHCV,3-(2-amino-2-oxoethyl)-1-vinylimidazolium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.NC(C[N+]1=CN(C=C1)C=C)=O,0.0198,0.07,bis(trifluoromethylsulfonyl)azanide;2-(3-ethenylimidazol-1-ium-1-yl)acetamide
298,101.325,1311.0,ABdgkq,hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+](C)(C)C,0.153,0.043,bis(trifluoromethylsulfonyl)azanide;hexyl(trimethyl)azanium
313,101.325,1440.0,ABchbd,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide",[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C(=[N+](C=C1)CCC)C,0.04653,0.503,"bis(trifluoromethylsulfonyl)azanide;1,2-dimethyl-3-propylimidazol-3-ium"
303,101.325,1189.92,AAuIjq,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1C)C,0.447,0.0758,"1-butyl-2,3-dimethylimidazol-3-ium;tetrafluoroborate"
298,101.325,1193.8,AAyMRO,"1,3-dibutylimidazolium bromide",[Br-].C(CCC)N1C=[N+](C=C1)CCCC,0.613,0.23,"1,3-dibutylimidazol-1-ium;bromide"
303,101.325,1256.0,AAsrYT,1-butyl-3-ethylimidazolium bromide,CCCC[N+]1=CN(C=C1)CC.[Br-],0.02104,0.0696,1-butyl-3-ethylimidazol-1-ium;bromide
303,101.325,1115.32,AAhalr,1-ethylpyridinium dicyanamide,[N-](C#N)C#N.C(C)[N+]1=CC=CC=C1,0.01644,1.959,dicyanoazanide;1-ethylpyridin-1-ium
298,101.325,1201.8,AAdDtp,2-hydroxyethylammonium lactate,C(C(O)C)(=O)[O-].OCC[NH3+],0.254,0.0048,2-hydroxyethylazanium;2-hydroxypropanoate
333,101.325,1059.8,AAlcrs,"1-butyl-2,3-dimethylimidazolium azide",CCCCN1C=C[N+](=C1C)C.[N-]=[N+]=[N-],0.1016,0.383,"1-butyl-2,3-dimethylimidazol-3-ium;azide"
298,101.325,946.0,AAZfGL,diethylammonium acetate,CCNCC.CC(=O)O,0.01636,0.3795,aceticacid;N-ethylethanamine
323,101.325,1477.2,ABgjvQ,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCC[N+]1(CCOCC1)C,0.078,0.136,bis(trifluoromethylsulfonyl)azanide;4-(2-methoxyethyl)-4-methylmorpholin-4-ium
298,101.325,1433.2,ABgQkQ,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.COCC[N+]1(CCCCC1)C,0.0699,0.209,bis(trifluoromethylsulfonyl)azanide;1-(2-methoxyethyl)-1-methylpiperidin-1-ium
298,101.325,1150.9,AAeamZ,1-allyl-3-methylimidazolium chloride,C[N+]1=CN(C=C1)CC=C.[Cl-],0.82,0.411,1-methyl-3-prop-2-enylimidazol-1-ium;chloride
323,101.325,1083.2,AArutH,1-butyl-3-methylimidazolium lactate,CCCCN1C=C[N+](=C1)C.CC(C(=O)[O-])O,0.161,0.138,1-butyl-3-methylimidazol-3-ium;2-hydroxypropanoate
303,101.325,1269.0,AAtgPI,"N,N-dimethylpropan-1-aminium trifluoromethanesulfonate",FC(S(=O)(=O)[O-])(F)F.C[NH+](CCC)C,0.0332,0.901,dimethyl(propyl)azanium;trifluoromethanesulfonate
303,101.325,1277.0,AAtgnv,diethylmethylammonium trifluoromethanesulfonate,CC[NH+](C)CC.C(F)(F)(F)S(=O)(=O)[O-],0.0369,0.833,diethyl(methyl)azanium;trifluoromethanesulfonate
303,101.325,1246.0,AAyMHN,N-allyl-N-methylprop-2-en-1-aminium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C(C=C)[NH+](CC=C)C,0.0385,0.469,methyl-bis(prop-2-enyl)azanium;trifluoromethanesulfonate
303,101.325,1295.0,AAtMex,"N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",FC(S(=O)(=O)[O-])(F)F.C[NH+](CC=C)C,0.0288,0.968,dimethyl(prop-2-enyl)azanium;trifluoromethanesulfonate
303,101.325,1215.0,AAzAHP,"N,N-diethylpropan-1-aminium trifluoromethanesulfonate",FC(S(=O)(=O)[O-])(F)F.C(C)[NH+](CCC)CC,0.0543,0.384,diethyl(propyl)azanium;trifluoromethanesulfonate
343,101.325,1046.89,AAjWZr,3-butyl-1-methyl-1H-imidazolium formate,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,0.02394,1.04,1-butyl-3-methylimidazol-1-ium;formate
303,101.325,1028.9,AArbyj,3-butyl-1-methyl-1H-imidazolium butanoate,C(CCC)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,0.364,0.04102,butanoate;1-butyl-3-methylimidazol-1-ium
343,101.325,1077.2,AAyDgM,3-butyl-1-methylimidazolium benzoate,C(C1=CC=CC=C1)(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,0.0735,0.213,1-butyl-3-methylimidazol-1-ium;benzoate
313,101.325,1119.0,AApKPe,1-butyl-3-methylimidazolium glycolate,C(CO)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,0.227,0.1183,1-butyl-3-methylimidazol-3-ium;2-hydroxyacetate
303,101.325,1247.0,AAygbJ,"N,N-diethylprop-2-en-1-aminium trifluoromethanesulfonate",FC(S(=O)(=O)[O-])(F)F.C(C)[NH+](CC=C)CC,0.051,0.419,diethyl(prop-2-enyl)azanium;trifluoromethanesulfonate
333,101.325,959.5,ABUVOO,(3-aminopropyl)tributylphosphonium L-valinate,N[C@@H](C(C)C)C(=O)[O-].NCCC[P+](CCCC)(CCCC)CCCC,0.114,0.04468,(2S)-2-amino-3-methylbutanoate;3-aminopropyl(tributyl)phosphanium
323,101.325,956.5,ABXFth,(3-aminopropyl)tributylphosphonium L-leucinate,N[C@@H](CC(C)C)C(=O)[O-].NCCC[P+](CCCC)(CCCC)CCCC,0.224,0.02907,(2S)-2-amino-4-methylpentanoate;3-aminopropyl(tributyl)phosphanium
303,101.325,983.7,ABPBIK,(3-aminopropyl)tributylphosphonium L-alaninate,N[C@@H](C)C(=O)[O-].NCCC[P+](CCCC)(CCCC)CCCC,0.46,0.021784,(2S)-2-aminopropanoate;3-aminopropyl(tributyl)phosphanium
333,101.325,1511.0,ABSWuK,piperidinium bis(trifluoromethanesulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.[NH2+]1CCCCC1,0.0403,0.468,bis(trifluoromethylsulfonyl)azanide;piperidin-1-ium
333,101.325,1553.0,ABPmtf,pyrrolidinium bis(trifluoromethanesulfonyl)imide,C1CC[NH2+]C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.02047,1.001,bis(trifluoromethylsulfonyl)azanide;pyrrolidin-1-ium
333,101.325,1370.0,ABabAI,1-butylpyrrolidinium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[NH+]1CCCC1,0.0149,0.965,bis(trifluoromethylsulfonyl)azanide;1-butylpyrrolidin-1-ium
328,101.325,1110.0,AAyXJg,N-butylimidazolium salicylate,C(C=1C(O)=CC=CC1)(=O)[O-].C(CCC)N1C=[NH+]C=C1,0.0529,0.08,1-butylimidazol-3-ium;2-hydroxybenzoate
328,101.325,1238.3,ABEfoT,N-hexylethylenediammonium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(S(=O)(=O)[O-])(F)F,0.0895,0.138,2-azaniumylethyl(hexyl)azanium;trifluoromethanesulfonate
328,101.325,1189.2,ABJzEG,N-octylethylenediammonium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(S(=O)(=O)[O-])(F)F,0.127,0.0875,2-azaniumylethyl(octyl)azanium;trifluoromethanesulfonate
333,101.325,1303.0,AAvjYP,1-ethyl-3-methylimidazolium difluoromono(oxalato)borate,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,0.01452,2.3607,"1-ethyl-3-methylimidazol-3-ium;2,2,2-trifluoro-1,2-oxaborolan-2-ium-4,5-dione"
303,101.325,1254.0,ABDoQh,1-butyl-3-methylimidazolium difluoromono(malonato)borate,C[N+]1=CN(C=C1)CCCC.[B+3]1([F-])([F-])[O-]C(=O)CC(=O)[O-]1,0.1373,0.2544,"1-butyl-3-methylimidazol-3-ium;2,2,2-trifluoro-1-oxidooxaborinan-2-ium-4,6-dione"
303,101.325,1224.0,ABBYiu,1-ethyl-3-methylimidazolium difluorobis(acetato)borate,C[N+]1=CN(C=C1)CC.[B+3]([F-])([F-])([O-]C(=O)C)([O-]C(=O)C),0.1016,0.3364,acetyloxy-trifluoro-oxidooxyboranium;1-ethyl-3-methylimidazol-3-ium
303,101.325,1254.0,ABBEmA,1-butyl-3-methylimidazolium difluoromono(oxalato)borate,C[N+]1=CN(C=C1)CCCC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,0.0733,0.389,"1-butyl-3-methylimidazol-3-ium;2,2,2-trifluoro-1,3,2-oxazaborolidin-2-ium-4,5-dione"
323,101.325,1310.0,AAyUMq,1-ethyl-3-methylimidazolium difluoromono(malonato)borate,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)CC(=O)[O-]1,0.0334,1.0396,"1-ethyl-3-methylimidazol-3-ium;2,2,2-trifluoro-1-oxidooxaborinan-2-ium-4,6-dione"
298,101.325,1319.0,ABZuMo,tetraethylammonium difluorobis(trifluoroacetato)borate,[N+](CC)(CC)(CC)(CC).[B+3]([F-])([F-])([O-]C(=O)C(F)(F)(F))([O-]C(=O)C(F)(F)(F)),0.04728,0.4341,"difluoro-oxido-(2,2,2-trifluoroacetyl)oxyboranium;tetraethylazanium"
333,101.325,1148.0,ABGtGP,1-butyl-3-methylimidazolium diacetoxydifluoroborate,C[N+]1=CN(C=C1)CCCC.[B+3]([F-])([F-])([O-]C(=O)C)([O-]C(=O)C),0.03547,0.5606,acetyloxy-trifluoro-oxidoboranium;1-butyl-3-methylimidazol-3-ium
313,101.325,1411.0,ABWMsB,"1-ethyl-3-methylimidazolium difluorobis(2,2,2-trifluoroacetoxy)borate",C[N+]1=CN(C=C1)CC.[B+3]([F-])([F-])([O-]C(=O)C(F)(F)(F))([O-]C(=O)C(F)(F)(F)),0.01221,1.7072,"difluoro-oxido-(2,2,2-trifluoroacetyl)oxyboranium;1-ethyl-3-methylimidazol-3-ium"
323,101.325,1330.0,ABbgrL,1-butyl-3-methylimidazolium difluorobis(trifluoroacetato)borate,C[N+]1=CN(C=C1)CCCC.[B+3]([F-])([F-])([O-]C(=O)C(F)(F)(F))([O-]C(=O)C(F)(F)(F)),0.01246,1.1952,"1-butyl-3-methylimidazol-3-ium;difluoro-oxido-(2,2,2-trifluoroacetyl)oxyboranium"
333,101.325,1110.0,ABFHOm,tetraethylammonium diacetoxydifluoroborate,[N+](CC)(CC)(CC)(CC).[B+3]([F-])([F-])([O-]C(=O)C)([O-]C(=O)C),0.0369,0.6238,acetyloxy-trifluoro-oxidoboranium;tetraethylazanium
298,101.325,1511.6,ABenWx,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(#N)CCC[N+]1=CN(C=C1)C,0.208,0.125,"4-(3-methylimidazol-1-ium-1-yl)butanenitrile;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
313,101.325,1062.0,AAbRPP,1-methylimidazolium acetate,C(C)(=O)[O-].CN1C=[NH+]C=C1,0.004395,0.36,1-methylimidazol-3-ium;acetate
303,101.325,1203.0,AAzAoL,N-methyl-N-propylpropan-1-aminium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C[NH+](CCC)CCC,0.0487,0.415,methyl(dipropyl)azanium;trifluoromethanesulfonate
313,101.325,1138.8,ABBHaL,1-butyl-3-methylimidazolium salicylate,CCCCN1C=C[N+](=C1)C.C1=CC=C(C(=C1)C(=O)O)[O-],0.198,0.101,1-butyl-3-methylimidazol-3-ium;2-carboxyphenolate
338,101.325,1192.0,AAtqVn,N-butylimidazolium trifluoroacetate,FC(C(=O)[O-])(F)F.C(CCC)N1C=[NH+]C=C1,0.0282,0.47,"1-butylimidazol-3-ium;2,2,2-trifluoroacetate"
298,101.325,992.8,AAjMcu,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",[N-]1C=NC=C1.CN(C(=[NH2+])N(C)C)C,0.00729,0.218,bis(dimethylamino)methylideneazanium;imidazol-3-ide
348,101.325,1325.0,AAmPaK,triethylammonium dihydrogen phosphate,CC[NH+](CC)CC.OP(=O)(O)[O-],3.593,0.054,dihydrogenphosphate;triethylazanium
293,101.325,1456.0,ABtARM,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(#N)CCN1C=[N+](C=C1)CCOCCOC,0.296,0.0654,bis(trifluoromethylsulfonyl)azanide;3-[3-[2-(2-methoxyethoxy)ethyl]imidazol-3-ium-1-yl]propanenitrile
313,101.325,1178.0,AAzSvH,tetraethylammonium difluoromono(oxalato)borate,[N+](CC)(CC)(CC)(CC).[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,0.0719,0.3212,"tetraethylazanium;2,2,2-trifluoro-1,3,2-oxazaborolidin-2-ium-4,5-dione"
353,101.325,1422.0,AAxNYG,1-ethyl-3-methylimidazolium hexafluorophosphate,CCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,0.0171,2.64,1-ethyl-3-methylimidazol-3-ium;hexafluorophosphate
298,101.325,1342.0,ABucch,"2-(acetyloxy)-N,N-dimethyl-N-[(pentyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](COCCCCC)(C)C,0.187,0.088,"2-acetyloxyethyl-dimethyl-(pentoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1230.0,ACCikD,"2-hydroxy-N,N-dimethyl-N-[(undecyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCCCCCCCCCC)(C)C,0.2,0.053,"2-hydroxyethyl-dimethyl-(undecoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1194.0,ACFSXs,"N-[(dodecyloxy)methyl]-2-hydroxy-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)OC[N+](CCO)(C)C,0.232,0.038,"dodecoxymethyl-(2-hydroxyethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1426.0,ABmXep,"2-(acetyloxy)-N-(ethoxymethyl)-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCC,0.17,0.134,"2-acetyloxyethyl-(ethoxymethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1393.0,ABpIww,"2-(acetyloxy)-N,N-dimethyl-N-(propoxymethyl)ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](COCCC)(C)C,0.179,0.121,"2-acetyloxyethyl-dimethyl-(propoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1210.0,ACKmaT,"2-(acetyloxy)-N,N-dimethyl-N-[(undecyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](COCCCCCCCCCCC)(C)C,0.27,0.031,"2-acetyloxyethyl-dimethyl-(undecoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1315.0,ABxNhs,"2-(acetyloxy)-N-[(hexyloxy)methyl]-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCCCC,0.193,0.07,"2-acetyloxyethyl-(hexoxymethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1200.0,ACNWQU,"2-(acetyloxy)-N-[(dodecyloxy)methyl]-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCCCCCCCCCC,0.293,0.027,"2-acetyloxyethyl-(dodecoxymethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1220.0,ACICmA,"2-(acetyloxy)-N-[(decyloxy)methyl]-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCCCCCCCC,0.251,0.037,"2-acetyloxyethyl-(decoxymethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1244.0,ACFRvL,"2-(acetyloxy)-N,N-dimethyl-N-[(nonyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](COCCCCCCCCC)(C)C,0.232,0.042,"2-acetyloxyethyl-dimethyl-(nonoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1268.0,ABxNpo,"2-hydroxy-N,N-dimethyl-N-[(nonyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCCCCCCCC)(C)C,0.166,0.077,"2-hydroxyethyl-dimethyl-(nonoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1259.0,ABzxTq,"N-[(decyloxy)methyl]-2-hydroxy-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCC)OC[N+](CCO)(C)C,0.187,0.055,"decoxymethyl-(2-hydroxyethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
